sentiment,source,length
positive,IMDB Review,332
positive,IMDB Review,121
positive,IMDB Review,418
negative,IMDB Review,170
negative,IMDB Review,200
negative,IMDB Review,138
positive,IMDB Review,421
positive,IMDB Review,118
positive,IMDB Review,102
positive,IMDB Review,127
negative,IMDB Review,242
negative,IMDB Review,146
negative,IMDB Review,201
positive,IMDB Review,1051
negative,IMDB Review,384
positive,IMDB Review,285
positive,IMDB Review,142
positive,IMDB Review,95
negative,IMDB Review,315
negative,IMDB Review,389
positive,IMDB Review,49
positive,IMDB Review,183
negative,IMDB Review,131
positive,IMDB Review,399
positive,IMDB Review,145
negative,IMDB Review,525
positive,IMDB Review,185
negative,IMDB Review,150
negative,IMDB Review,226
negative,IMDB Review,89
negative,IMDB Review,149
negative,IMDB Review,462
positive,IMDB Review,148
positive,IMDB Review,62
negative,IMDB Review,109
positive,IMDB Review,728
negative,IMDB Review,88
positive,IMDB Review,192
negative,IMDB Review,855
positive,IMDB Review,402
positive,IMDB Review,252
negative,IMDB Review,154
negative,IMDB Review,155
positive,IMDB Review,162
negative,IMDB Review,43
negative,IMDB Review,253
positive,IMDB Review,410
positive,IMDB Review,198
positive,IMDB Review,301
positive,IMDB Review,232
negative,IMDB Review,166
negative,IMDB Review,115
negative,IMDB Review,247
positive,IMDB Review,214
negative,IMDB Review,656
negative,IMDB Review,49
positive,IMDB Review,309
positive,IMDB Review,173
negative,IMDB Review,139
positive,IMDB Review,170
negative,IMDB Review,159
negative,IMDB Review,96
positive,IMDB Review,235
positive,IMDB Review,174
positive,IMDB Review,47
negative,IMDB Review,153
positive,IMDB Review,255
negative,IMDB Review,187
negative,IMDB Review,91
negative,IMDB Review,134
negative,IMDB Review,324
positive,IMDB Review,280
negative,IMDB Review,108
positive,IMDB Review,266
negative,IMDB Review,126
negative,IMDB Review,194
negative,IMDB Review,330
negative,IMDB Review,863
positive,IMDB Review,159
positive,IMDB Review,179
positive,IMDB Review,706
positive,IMDB Review,90
negative,IMDB Review,154
positive,IMDB Review,132
negative,IMDB Review,142
negative,IMDB Review,264
positive,IMDB Review,116
negative,IMDB Review,324
positive,IMDB Review,237
positive,IMDB Review,77
positive,IMDB Review,262
positive,IMDB Review,313
negative,IMDB Review,429
positive,IMDB Review,163
negative,IMDB Review,345
negative,IMDB Review,281
positive,IMDB Review,910
negative,IMDB Review,145
positive,IMDB Review,58
positive,IMDB Review,174
positive,IMDB Review,756
negative,IMDB Review,108
positive,IMDB Review,218
positive,IMDB Review,84
positive,IMDB Review,171
negative,IMDB Review,142
positive,IMDB Review,218
negative,IMDB Review,154
negative,IMDB Review,128
negative,IMDB Review,332
positive,IMDB Review,221
positive,IMDB Review,251
negative,IMDB Review,223
positive,IMDB Review,34
positive,IMDB Review,73
positive,IMDB Review,124
negative,IMDB Review,12
negative,IMDB Review,249
negative,IMDB Review,494
negative,IMDB Review,493
positive,IMDB Review,169
negative,IMDB Review,820
positive,IMDB Review,195
positive,IMDB Review,701
positive,IMDB Review,83
positive,IMDB Review,123
positive,IMDB Review,150
negative,IMDB Review,470
negative,IMDB Review,233
positive,IMDB Review,115
positive,IMDB Review,170
positive,IMDB Review,388
negative,IMDB Review,142
positive,IMDB Review,281
negative,IMDB Review,256
negative,IMDB Review,119
negative,IMDB Review,38
positive,IMDB Review,169
positive,IMDB Review,351
negative,IMDB Review,60
negative,IMDB Review,267
positive,IMDB Review,260
negative,IMDB Review,254
positive,IMDB Review,78
positive,IMDB Review,315
negative,IMDB Review,136
positive,IMDB Review,554
negative,IMDB Review,177
positive,IMDB Review,151
negative,IMDB Review,231
positive,IMDB Review,63
negative,IMDB Review,133
positive,IMDB Review,169
positive,IMDB Review,124
positive,IMDB Review,165
positive,IMDB Review,78
negative,IMDB Review,232
positive,IMDB Review,72
positive,IMDB Review,229
negative,IMDB Review,122
positive,IMDB Review,474
negative,IMDB Review,121
positive,IMDB Review,58
positive,IMDB Review,129
negative,IMDB Review,843
positive,IMDB Review,421
positive,IMDB Review,126
negative,IMDB Review,215
positive,IMDB Review,101
positive,IMDB Review,45
positive,IMDB Review,383
negative,IMDB Review,132
positive,IMDB Review,211
positive,IMDB Review,332
positive,IMDB Review,58
negative,IMDB Review,142
positive,IMDB Review,187
positive,IMDB Review,123
negative,IMDB Review,261
negative,IMDB Review,161
positive,IMDB Review,280
positive,IMDB Review,127
negative,IMDB Review,118
positive,IMDB Review,205
negative,IMDB Review,39
negative,IMDB Review,224
positive,IMDB Review,170
negative,IMDB Review,269
positive,IMDB Review,419
negative,IMDB Review,149
negative,IMDB Review,825
negative,IMDB Review,276
positive,IMDB Review,219
positive,IMDB Review,104
positive,IMDB Review,206
positive,IMDB Review,149
negative,IMDB Review,268
negative,IMDB Review,281
negative,IMDB Review,129
negative,IMDB Review,131
negative,IMDB Review,53
positive,IMDB Review,154
positive,IMDB Review,182
negative,IMDB Review,153
negative,IMDB Review,266
positive,IMDB Review,119
negative,IMDB Review,211
negative,IMDB Review,142
negative,IMDB Review,355
negative,IMDB Review,421
positive,IMDB Review,322
positive,IMDB Review,228
positive,IMDB Review,309
positive,IMDB Review,154
positive,IMDB Review,281
negative,IMDB Review,178
negative,IMDB Review,129
negative,IMDB Review,278
positive,IMDB Review,128
positive,IMDB Review,144
negative,IMDB Review,50
positive,IMDB Review,144
positive,IMDB Review,128
positive,IMDB Review,241
positive,IMDB Review,361
positive,IMDB Review,119
negative,IMDB Review,648
negative,IMDB Review,294
negative,IMDB Review,317
negative,IMDB Review,645
negative,IMDB Review,294
negative,IMDB Review,357
positive,IMDB Review,384
negative,IMDB Review,107
negative,IMDB Review,113
positive,IMDB Review,120
positive,IMDB Review,92
negative,IMDB Review,173
negative,IMDB Review,163
positive,IMDB Review,253
negative,IMDB Review,117
negative,IMDB Review,809
positive,IMDB Review,409
negative,IMDB Review,130
positive,IMDB Review,437
positive,IMDB Review,114
negative,IMDB Review,149
positive,IMDB Review,189
positive,IMDB Review,227
positive,IMDB Review,206
negative,IMDB Review,221
positive,IMDB Review,236
negative,IMDB Review,1066
negative,IMDB Review,242
negative,IMDB Review,84
negative,IMDB Review,217
positive,IMDB Review,306
negative,IMDB Review,150
negative,IMDB Review,233
positive,IMDB Review,134
positive,IMDB Review,65
negative,IMDB Review,99
positive,IMDB Review,229
positive,IMDB Review,147
positive,IMDB Review,270
positive,IMDB Review,115
positive,IMDB Review,710
negative,IMDB Review,289
negative,IMDB Review,171
positive,IMDB Review,168
negative,IMDB Review,74
negative,IMDB Review,115
negative,IMDB Review,129
positive,IMDB Review,311
negative,IMDB Review,203
positive,IMDB Review,151
positive,IMDB Review,330
positive,IMDB Review,460
negative,IMDB Review,135
positive,IMDB Review,219
positive,IMDB Review,197
positive,IMDB Review,113
negative,IMDB Review,500
negative,IMDB Review,113
negative,IMDB Review,181
negative,IMDB Review,113
positive,IMDB Review,151
positive,IMDB Review,141
negative,IMDB Review,58
positive,IMDB Review,71
negative,IMDB Review,151
negative,IMDB Review,343
negative,IMDB Review,184
negative,IMDB Review,370
negative,IMDB Review,281
negative,IMDB Review,127
negative,IMDB Review,54
positive,IMDB Review,197
negative,IMDB Review,84
positive,IMDB Review,439
positive,IMDB Review,369
positive,IMDB Review,151
positive,IMDB Review,488
negative,IMDB Review,133
positive,IMDB Review,687
positive,IMDB Review,392
positive,IMDB Review,396
positive,IMDB Review,130
positive,IMDB Review,217
negative,IMDB Review,140
positive,IMDB Review,242
negative,IMDB Review,104
positive,IMDB Review,426
negative,IMDB Review,180
positive,IMDB Review,316
negative,IMDB Review,284
negative,IMDB Review,97
negative,IMDB Review,227
negative,IMDB Review,47
positive,IMDB Review,147
negative,IMDB Review,262
positive,IMDB Review,296
negative,IMDB Review,151
positive,IMDB Review,215
negative,IMDB Review,254
negative,IMDB Review,268
negative,IMDB Review,139
negative,IMDB Review,261
positive,IMDB Review,596
positive,IMDB Review,484
negative,IMDB Review,133
positive,IMDB Review,295
negative,IMDB Review,163
positive,IMDB Review,51
negative,IMDB Review,101
positive,IMDB Review,127
negative,IMDB Review,180
negative,IMDB Review,181
positive,IMDB Review,163
positive,IMDB Review,236
negative,IMDB Review,174
negative,IMDB Review,96
negative,IMDB Review,279
positive,IMDB Review,120
positive,IMDB Review,118
positive,IMDB Review,120
negative,IMDB Review,175
negative,IMDB Review,269
negative,IMDB Review,212
positive,IMDB Review,412
positive,IMDB Review,167
negative,IMDB Review,177
negative,IMDB Review,134
positive,IMDB Review,144
negative,IMDB Review,137
negative,IMDB Review,47
negative,IMDB Review,202
negative,IMDB Review,477
negative,IMDB Review,141
positive,IMDB Review,129
positive,IMDB Review,627
negative,IMDB Review,161
negative,IMDB Review,62
negative,IMDB Review,933
negative,IMDB Review,335
positive,IMDB Review,141
negative,IMDB Review,66
positive,IMDB Review,127
negative,IMDB Review,194
negative,IMDB Review,730
positive,IMDB Review,105
negative,IMDB Review,154
negative,IMDB Review,227
negative,IMDB Review,268
negative,IMDB Review,110
positive,IMDB Review,138
negative,IMDB Review,138
positive,IMDB Review,97
negative,IMDB Review,222
positive,IMDB Review,323
negative,IMDB Review,30
negative,IMDB Review,261
positive,IMDB Review,410
negative,IMDB Review,150
negative,IMDB Review,171
positive,IMDB Review,103
negative,IMDB Review,125
positive,IMDB Review,148
negative,IMDB Review,180
positive,IMDB Review,31
positive,IMDB Review,1001
positive,IMDB Review,205
positive,IMDB Review,68
positive,IMDB Review,259
negative,IMDB Review,821
negative,IMDB Review,101
negative,IMDB Review,116
negative,IMDB Review,146
positive,IMDB Review,150
positive,IMDB Review,247
negative,IMDB Review,372
positive,IMDB Review,113
positive,IMDB Review,313
negative,IMDB Review,300
positive,IMDB Review,318
negative,IMDB Review,251
positive,IMDB Review,119
negative,IMDB Review,126
positive,IMDB Review,260
positive,IMDB Review,93
positive,IMDB Review,338
positive,IMDB Review,151
negative,IMDB Review,230
negative,IMDB Review,169
positive,IMDB Review,129
positive,IMDB Review,162
negative,IMDB Review,278
positive,IMDB Review,813
positive,IMDB Review,339
negative,IMDB Review,221
positive,IMDB Review,933
positive,IMDB Review,479
positive,IMDB Review,951
negative,IMDB Review,151
positive,IMDB Review,124
positive,IMDB Review,156
positive,IMDB Review,146
positive,IMDB Review,122
positive,IMDB Review,393
negative,IMDB Review,240
negative,IMDB Review,40
negative,IMDB Review,140
negative,IMDB Review,74
negative,IMDB Review,187
positive,IMDB Review,274
negative,IMDB Review,336
positive,IMDB Review,634
positive,IMDB Review,133
positive,IMDB Review,651
positive,IMDB Review,79
positive,IMDB Review,168
negative,IMDB Review,259
positive,IMDB Review,139
negative,IMDB Review,147
negative,IMDB Review,264
negative,IMDB Review,338
negative,IMDB Review,298
negative,IMDB Review,477
positive,IMDB Review,186
negative,IMDB Review,258
positive,IMDB Review,249
positive,IMDB Review,421
negative,IMDB Review,168
negative,IMDB Review,246
positive,IMDB Review,257
positive,IMDB Review,572
negative,IMDB Review,133
negative,IMDB Review,80
negative,IMDB Review,136
negative,IMDB Review,116
positive,IMDB Review,201
positive,IMDB Review,172
positive,IMDB Review,231
negative,IMDB Review,161
positive,IMDB Review,154
negative,IMDB Review,102
positive,IMDB Review,115
negative,IMDB Review,177
positive,IMDB Review,271
negative,IMDB Review,46
negative,IMDB Review,155
negative,IMDB Review,124
positive,IMDB Review,130
positive,IMDB Review,629
positive,IMDB Review,221
negative,IMDB Review,90
negative,IMDB Review,150
positive,IMDB Review,191
negative,IMDB Review,128
positive,IMDB Review,138
positive,IMDB Review,497
negative,IMDB Review,999
positive,IMDB Review,385
positive,IMDB Review,209
positive,IMDB Review,141
positive,IMDB Review,114
positive,IMDB Review,239
negative,IMDB Review,121
negative,IMDB Review,238
negative,IMDB Review,136
negative,IMDB Review,224
negative,IMDB Review,163
negative,IMDB Review,189
positive,IMDB Review,127
positive,IMDB Review,116
positive,IMDB Review,188
negative,IMDB Review,252
negative,IMDB Review,219
positive,IMDB Review,79
negative,IMDB Review,114
positive,IMDB Review,83
negative,IMDB Review,238
positive,IMDB Review,122
positive,IMDB Review,106
negative,IMDB Review,123
negative,IMDB Review,212
negative,IMDB Review,159
negative,IMDB Review,435
negative,IMDB Review,278
positive,IMDB Review,143
negative,IMDB Review,101
negative,IMDB Review,117
negative,IMDB Review,357
negative,IMDB Review,393
negative,IMDB Review,201
positive,IMDB Review,270
positive,IMDB Review,99
positive,IMDB Review,64
positive,IMDB Review,56
negative,IMDB Review,227
positive,IMDB Review,117
positive,IMDB Review,89
negative,IMDB Review,249
negative,IMDB Review,183
positive,IMDB Review,132
positive,IMDB Review,700
positive,IMDB Review,60
negative,IMDB Review,162
negative,IMDB Review,119
positive,IMDB Review,122
negative,IMDB Review,404
positive,IMDB Review,738
positive,IMDB Review,195
positive,IMDB Review,197
positive,IMDB Review,88
negative,IMDB Review,125
negative,IMDB Review,236
negative,IMDB Review,294
negative,IMDB Review,110
positive,IMDB Review,194
positive,IMDB Review,68
negative,IMDB Review,255
positive,IMDB Review,562
positive,IMDB Review,200
negative,IMDB Review,339
positive,IMDB Review,220
positive,IMDB Review,120
positive,IMDB Review,375
negative,IMDB Review,131
negative,IMDB Review,180
negative,IMDB Review,70
positive,IMDB Review,269
positive,IMDB Review,197
positive,IMDB Review,208
negative,IMDB Review,202
positive,IMDB Review,348
positive,IMDB Review,420
negative,IMDB Review,141
positive,IMDB Review,126
positive,IMDB Review,244
negative,IMDB Review,533
negative,IMDB Review,126
negative,IMDB Review,156
positive,IMDB Review,324
positive,IMDB Review,286
positive,IMDB Review,160
negative,IMDB Review,125
positive,IMDB Review,442
positive,IMDB Review,415
positive,IMDB Review,138
positive,IMDB Review,332
negative,IMDB Review,141
positive,IMDB Review,319
positive,IMDB Review,196
positive,IMDB Review,199
negative,IMDB Review,123
negative,IMDB Review,374
negative,IMDB Review,134
negative,IMDB Review,131
positive,IMDB Review,181
negative,IMDB Review,591
negative,IMDB Review,173
negative,IMDB Review,103
negative,IMDB Review,133
negative,IMDB Review,111
negative,IMDB Review,291
negative,IMDB Review,401
negative,IMDB Review,215
negative,IMDB Review,287
negative,IMDB Review,124
positive,IMDB Review,54
negative,IMDB Review,359
positive,IMDB Review,287
positive,IMDB Review,72
positive,IMDB Review,286
positive,IMDB Review,207
negative,IMDB Review,72
negative,IMDB Review,98
positive,IMDB Review,51
negative,IMDB Review,158
positive,IMDB Review,170
negative,IMDB Review,114
positive,IMDB Review,207
positive,IMDB Review,188
negative,IMDB Review,168
positive,IMDB Review,154
positive,IMDB Review,274
negative,IMDB Review,236
positive,IMDB Review,128
positive,IMDB Review,560
positive,IMDB Review,215
positive,IMDB Review,125
negative,IMDB Review,288
negative,IMDB Review,310
positive,IMDB Review,168
negative,IMDB Review,163
positive,IMDB Review,145
negative,IMDB Review,913
positive,IMDB Review,83
negative,IMDB Review,210
positive,IMDB Review,140
negative,IMDB Review,351
negative,IMDB Review,135
negative,IMDB Review,143
negative,IMDB Review,102
negative,IMDB Review,188
negative,IMDB Review,56
positive,IMDB Review,91
positive,IMDB Review,305
negative,IMDB Review,138
positive,IMDB Review,140
negative,IMDB Review,142
negative,IMDB Review,155
negative,IMDB Review,555
positive,IMDB Review,116
negative,IMDB Review,199
positive,IMDB Review,414
negative,IMDB Review,325
positive,IMDB Review,134
positive,IMDB Review,168
positive,IMDB Review,201
negative,IMDB Review,528
negative,IMDB Review,167
